Country,State,District,Year,Class Studying,"Schools Surveyed (UOM:Number), Scaling Factor:1","Students Surveyed (UOM:Number), Scaling Factor:1","Average Performance Of Students On E302 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E303 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E304 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E305 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E307 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E309 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E310 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E311 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E313 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E314 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On L304 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On L312 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M301 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M302 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M303 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M304 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M305 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M306 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M309 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M311 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M312 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M317 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M318 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M319 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1"
India,Mizoram,Lawngtlai,"Calendar Year (Jan - Dec), 2021",3,93,1209,65.56,51.1,70.77,63.04,62.48,74.63,76.5,56.09,44.31,65.98,69.3,64.7,40.74,70.57,63.81,66.04,54.22,53.91,44.11,56.82,53.29,73.15,51.13,54.46
India,Mizoram,Lunglei,"Calendar Year (Jan - Dec), 2021",3,111,1107,57.59,46.62,65.12,52.79,56.32,66.34,59.31,45.79,44.55,61.49,59.8,56.31,29.64,64.46,49.66,48.4,47.07,43.34,34.34,53.99,50.15,67.55,51.76,51.76
India,Mizoram,Mamit,"Calendar Year (Jan - Dec), 2021",3,99,1476,72.66,58.76,81.36,70.16,69.12,80.14,84.45,68.46,55.71,80.31,79.03,72.57,49.57,80.15,76.04,78.92,65.54,58.67,35.15,63.37,67.69,87.25,67.4,65.12
India,Mizoram,Serchhip,"Calendar Year (Jan - Dec), 2021",3,87,933,56.38,47.93,60.03,48.89,57.96,69.49,60.33,48.81,37.88,59.35,60.45,58.24,39.37,61.47,48.79,49.4,48.06,37.47,37.73,57.62,46.17,64.28,50.83,47.23
India,Mizoram,Siaha,"Calendar Year (Jan - Dec), 2021",3,69,876,75.62,53.69,75.5,70.09,75.59,73.71,81.78,58.72,42.41,77.05,75.37,72.83,47.62,78.34,70.7,81.46,61.75,55.99,49.05,58.64,59.76,82.91,51.04,60.05
India,Nagaland,Dimapur,"Calendar Year (Jan - Dec), 2021",3,96,1857,59.72,43.76,61.71,48.21,62.69,67.68,65.81,43.87,39.75,63.08,59.09,55.57,32.81,62,41.03,45.71,41.05,35.95,34.14,54.2,44.08,68.53,48.75,51.3
India,Nagaland,Kiphire,"Calendar Year (Jan - Dec), 2021",3,69,1113,49.14,41.81,50.61,44.15,41.26,46.59,48.42,34.31,29.87,40.74,43.06,43.41,32.17,48.85,41.17,41.45,33.78,33.61,29.31,33.65,34.56,43.88,31.06,27.88
India,Nagaland,Kohima,"Calendar Year (Jan - Dec), 2021",3,84,1452,68.56,59.06,70.99,55.87,68.47,78.35,73.8,52.46,49.43,75.39,67.94,67.46,42.5,69.48,61.25,60.58,52.66,46.8,33.16,59.61,47.64,67.22,53.14,57.46
India,Nagaland,Longleng,"Calendar Year (Jan - Dec), 2021",3,81,948,66.99,49.95,70.07,62.77,61.57,67.73,70.48,48.49,38.26,68.17,64.18,62.91,38.11,70.55,58.08,60.32,54.3,41.77,32.82,51.87,49.24,73.03,48.88,52.85
India,Nagaland,Mokokchung,"Calendar Year (Jan - Dec), 2021",3,108,1392,77.47,61.32,80.51,67.65,77.03,82.23,79.24,56.42,53.69,84.96,78.65,75.53,44.56,80.08,61.86,64.31,54.72,54.31,44.91,65.39,61.76,81.74,60.11,71.05
India,Nagaland,Mon,"Calendar Year (Jan - Dec), 2021",3,93,1794,62.68,39.44,58.82,51.73,56.94,63.46,64.94,42.24,35.76,58.85,56.25,58.76,37.97,59.3,50.56,52.26,46.9,42.23,39.2,46.81,43.87,64.24,48.75,39.86
India,Nagaland,Peren,"Calendar Year (Jan - Dec), 2021",3,81,1440,52.57,36.73,52.01,49.51,51.5,60.14,57.28,39.57,35.92,51.44,46.09,46.36,34.85,52.83,36.11,45.43,43.55,31.19,32.4,47.31,39,54.97,41.51,44.37
India,Nagaland,Phek,"Calendar Year (Jan - Dec), 2021",3,99,1458,70.33,44.26,66.79,60.6,64.17,71.08,71.65,54.59,44.58,69.76,64.06,61.44,42.34,66.3,50.53,56.31,49.82,50.31,40.36,58.4,45.08,68.39,50.26,53.03
India,Nagaland,Tuensang,"Calendar Year (Jan - Dec), 2021",3,93,1731,61.18,41.85,57.65,48.45,52.94,60.54,60.03,46.25,38.07,52.56,55.88,53.36,31.82,59.43,42.1,51.84,42.77,40.45,36.22,43.24,43.04,59.87,42.04,43.68
India,Nagaland,Wokha,"Calendar Year (Jan - Dec), 2021",3,84,1071,65.36,48.63,67.48,62.53,69.35,73.9,72.97,49.42,46.44,75.27,66.77,61.9,37.56,68.08,53.69,50.65,43.46,43.04,44.48,56.86,45.17,70.96,50.2,46.27
India,Nagaland,Zunheboto,"Calendar Year (Jan - Dec), 2021",3,93,891,71.23,47.6,73.66,63.07,67.88,71.29,76.23,54.42,43.9,73.91,70.7,66.36,37.11,70.2,61.37,67.44,58.92,58.61,42.26,58.58,57.56,76.55,56.27,57.26
India,Odisha,Anugul,"Calendar Year (Jan - Dec), 2021",3,117,2244,69.99,60.21,74.5,58.45,57.3,74.28,73.18,58.86,52.53,72.71,74.35,68.08,54.63,79.02,65.56,72.98,63.99,53.96,53.74,66.81,63.94,79.43,70.82,64.86
India,Odisha,Balangir,"Calendar Year (Jan - Dec), 2021",3,114,2118,57.77,45.43,63.8,49.99,50.93,59.56,60.73,47.48,38.79,56.23,58.07,50.89,41.71,65.55,43.16,58.06,44.85,43.39,41.74,52.46,50.85,62.32,50.23,46.2
India,Odisha,Baleshwar,"Calendar Year (Jan - Dec), 2021",3,141,2205,66.98,56.35,73.27,59.92,53.44,74.07,77.32,57.34,49.73,68.46,70.23,62.88,52.87,76.35,57.08,71.5,58.78,54.27,54.5,64.93,53.93,75.12,65.07,61.84
India,Odisha,Bargarh,"Calendar Year (Jan - Dec), 2021",3,117,2154,66.05,59.64,74.55,56.49,54.55,68.16,77.67,57.05,47.31,68.56,68.89,64.5,51.59,74.35,56.11,69.32,57,47.89,50.72,63.97,59.47,74.74,62.38,54.67
India,Odisha,Bhadrak,"Calendar Year (Jan - Dec), 2021",3,150,2631,63.23,57.15,70.46,55.26,55.82,68.65,73.82,56.63,49.53,66.94,71.09,63.9,54.68,75.47,57.33,71.71,56.99,50.51,48.41,61.08,55.91,73.89,62.11,54.28
India,Odisha,Boudh,"Calendar Year (Jan - Dec), 2021",3,117,1533,52.62,48.66,53.51,46.52,42.79,50.82,62.15,46.1,31.08,51.06,54.48,47.06,39.13,60.32,39.29,48.39,45.66,37.65,39.83,50.01,45.12,60.43,49.03,44.5
India,Odisha,Cuttack,"Calendar Year (Jan - Dec), 2021",3,144,2661,68.04,64.75,74.6,61.89,57.46,75.86,78.87,60.17,56.66,76.17,74.81,70.09,56.45,80.6,67.11,77.05,64.84,56.45,53.38,67.68,63.14,81.4,67.43,66.07
India,Odisha,Deogarh,"Calendar Year (Jan - Dec), 2021",3,114,1635,60.38,46.24,63.5,40.4,52.07,59.67,69.24,50.96,43.67,63.52,62.97,56.83,48.58,68.97,43.9,63.63,52.58,42.8,48.06,60.52,56.5,71.99,58.42,52.72
India,Odisha,Dhenkanal,"Calendar Year (Jan - Dec), 2021",3,105,2001,65.61,59.74,71.46,58.5,60.19,65.55,76.11,57.79,45.41,68.93,69.32,61.87,54.37,75.89,60.1,72.21,60.1,53.33,51.09,60.83,63.57,75.37,66.06,58.79
India,Odisha,Gajapati,"Calendar Year (Jan - Dec), 2021",3,111,1968,62.63,53.04,67.26,48.86,46.54,65.61,70.79,53.42,40.69,65.01,64.87,56.99,43.44,72.85,52.04,65.27,59.11,45.43,46.77,57.28,54.01,70.29,57.88,46.2
India,Odisha,Ganjam,"Calendar Year (Jan - Dec), 2021",3,126,2535,60.62,53.52,70.12,52.89,52.83,67.87,70.67,52.12,43.95,66.64,66.07,60.07,53.01,72.1,57.66,66.75,58.63,46.98,42.45,59.32,55.62,72.87,59.54,54.94
India,Odisha,Jagatsinghapur,"Calendar Year (Jan - Dec), 2021",3,150,2625,73.62,66.42,78.46,65.3,65.1,75.85,85.31,66.13,59.47,78.7,79.64,75.98,66.74,85,65.84,78.87,71.13,60.62,61.31,72.14,70.39,83.7,76.25,72.22
India,Odisha,Jajapur,"Calendar Year (Jan - Dec), 2021",3,159,2877,64.91,56.41,70.12,54.87,54.39,63.22,75.19,58.24,46.67,67.11,68.86,63.09,57.5,74.86,58.59,72.18,60.13,52.78,57.27,62.04,60.9,75.84,64.47,57.07
India,Odisha,Jharsuguda,"Calendar Year (Jan - Dec), 2021",3,114,2154,64.33,54.94,70,58.76,57.09,70.15,70.09,53.11,46.43,64.28,66.47,60.69,51.96,73.62,52.48,64.82,55.31,44.03,46.07,57.82,52.51,72.31,57.62,56.37
India,Odisha,Kalahandi,"Calendar Year (Jan - Dec), 2021",3,111,1902,72.22,58.32,79.53,61.79,58.31,73.52,78.56,61.84,53.92,76.19,76.47,69.52,58.09,79.08,60.61,76.34,60.95,56.91,54.45,63.92,61.33,77.91,65.81,59.37
India,Odisha,Kandhamal,"Calendar Year (Jan - Dec), 2021",3,117,1443,56.97,42.63,57.73,43.19,46.99,53.23,56.79,46.2,35.18,55.27,57.13,50.94,43.72,63.39,35.94,52.64,41.53,35.73,44.02,51.04,40.29,62.25,50.21,39.88
India,Odisha,Kendrapara,"Calendar Year (Jan - Dec), 2021",3,159,2580,64.11,54.74,71.25,55.77,57.84,69.65,74.91,58.71,52.2,71.22,70.73,65.88,51.18,77.18,58,71.42,55.68,56.27,46.19,62.45,60.34,76.26,63.92,57.06
India,Odisha,Kendujhar,"Calendar Year (Jan - Dec), 2021",3,120,2556,61.89,46.91,64.87,49.68,52.92,62.92,68.92,51.89,42.34,62.27,61.82,56.3,44.94,69.09,49.11,60.4,48.82,44.13,44.24,56.62,49.94,67.19,55.07,53.85
India,Odisha,Khordha,"Calendar Year (Jan - Dec), 2021",3,138,2946,67.22,53.8,70.32,56.93,63.96,72.27,71.63,54.39,48.05,71.38,71.71,66.21,51.83,77.97,56.56,65.34,50.25,43.68,40.34,64.99,52.28,75.65,67.58,56.37
India,Odisha,Koraput,"Calendar Year (Jan - Dec), 2021",3,147,2868,65.27,53.18,68.11,54.04,50.48,65.13,72.13,58.73,45.34,65.18,65.42,62.75,47.74,74.43,51.62,69.13,53.88,50.69,51.92,56.4,56.37,73.27,61.93,53.99
India,Odisha,Malkangiri,"Calendar Year (Jan - Dec), 2021",3,108,1881,56.09,52.48,65.59,50.21,49.21,59.47,69.75,56.85,43.18,59.39,56.49,53.13,48.18,65.9,48.16,59.8,48.91,43.35,46.15,58.78,55.75,67.74,55.92,50.98
India,Odisha,Mayurbhanj,"Calendar Year (Jan - Dec), 2021",3,132,2274,57.4,43.18,57.79,45.53,46.68,57.18,60.99,44.86,40.42,54.29,56.65,51.02,41.59,59.36,37.86,52.72,42.62,41.03,39.28,51.09,43.78,60.96,47.3,46.44
India,Odisha,Nabarangpur,"Calendar Year (Jan - Dec), 2021",3,126,2205,64.93,56.35,66.64,50.24,49.19,58.92,71.21,54.25,39.7,61.08,60.55,56.97,44.39,65.95,46.08,65.82,49.3,44.6,46.83,56.39,53.24,69.8,54.4,47.31
India,Odisha,Nayagarh,"Calendar Year (Jan - Dec), 2021",3,114,1884,63.4,59.35,70.69,52.98,55.44,72.36,74.24,56.38,48.26,70.72,71.54,64.62,56.21,74.42,59.62,73.05,59.89,52.14,50.09,62.07,57.31,75.57,63.39,57.95
India,Odisha,Nuapada,"Calendar Year (Jan - Dec), 2021",3,102,2070,71.84,58.52,70.89,63.61,55.02,72.69,84.57,64.89,54.97,74.31,74.49,68.01,58.64,82.37,65.86,77.57,66.55,64.47,51.51,69.49,63.24,78.46,67.85,62.71
India,Odisha,Puri,"Calendar Year (Jan - Dec), 2021",3,120,2136,57.16,56.9,63.06,51.26,50.48,64.16,70.99,53.56,44.96,65.75,65.61,58.4,50.97,72.04,54.31,62.13,49.3,43.07,42.64,57.57,46.04,67.42,56.93,50.55
India,Odisha,Rayagada,"Calendar Year (Jan - Dec), 2021",3,105,1668,50.98,39.22,52.95,44.32,43.67,47.71,55.47,39.7,30.82,48.88,51.89,52.75,39.47,54.83,37.15,50.42,40.49,29.08,34.35,45.73,43.75,53.71,43.98,40.43
India,Odisha,Sambalpur,"Calendar Year (Jan - Dec), 2021",3,144,2520,62.31,46.08,61.69,49.54,51.96,63.25,64.24,49.94,42.57,59.2,61.58,56.45,48.86,67.08,47.4,53.84,51.82,44.03,42.65,54.56,48.87,68.58,53.56,52.04
India,Odisha,Sonepur,"Calendar Year (Jan - Dec), 2021",3,123,1836,65.55,58.27,68.81,50.69,53.68,67.23,74.48,52.59,43.72,66.76,67.25,60.67,48.9,68.85,48.01,64.49,55.86,46.11,46.22,61.16,52.34,70.07,58.23,59.89
India,Odisha,Sundargarh,"Calendar Year (Jan - Dec), 2021",3,165,3171,66.76,51.75,70.03,56.26,58.42,67.7,71.55,59.13,47.33,68.86,68.74,64.19,54.01,75.9,53.64,69.02,56.64,49.99,46.7,59.15,55.53,75.54,62.65,54.42
India,Puducherry,Karaikal,"Calendar Year (Jan - Dec), 2021",3,114,2049,59.16,35.04,66.46,48.2,60.85,63.17,61.38,54.83,34.43,55.09,58.4,56.13,34.26,66.04,42.19,49.8,44.75,32.77,37.87,59.36,44.61,69.71,50.19,56.67
India,Puducherry,Mahe,"Calendar Year (Jan - Dec), 2021",3,54,1242,76.06,53.41,68.44,51.89,67.43,77.57,67.19,51.33,52.54,67.26,68.72,62.27,48.19,72.78,51.4,58.44,47.84,46.95,35.49,61.47,54.32,73.38,67.81,56.56
India,Puducherry,Pondicherry,"Calendar Year (Jan - Dec), 2021",3,123,2760,71.6,55.42,74.08,55.65,69.94,75.16,73.6,56.79,44.09,63.9,68.53,64.98,52.05,73.66,50.82,68.3,53.89,46.72,41.77,63.59,50.91,77.51,61.55,59.75
India,Puducherry,Yanam,"Calendar Year (Jan - Dec), 2021",3,57,1035,71.23,39.25,74.1,59.41,65.66,74.51,75.88,65.46,38.33,72.07,68,65.08,53.68,78.22,54.88,65.53,57.55,51.68,57.08,68.74,60.12,83.94,65.54,54.33
India,Punjab,Amritsar,"Calendar Year (Jan - Dec), 2021",3,123,3006,71.31,65.55,78.52,69.84,69.03,84.55,85.01,72.4,64.29,80.74,76.98,77.11,60.52,83.8,72.17,77.46,72.71,64.09,56.91,69.57,66.43,86.55,75.41,73.19
India,Punjab,Barnala,"Calendar Year (Jan - Dec), 2021",3,90,2136,80.6,73.82,82.04,78.39,80.09,89.21,87.43,78.25,70.93,88.28,85.91,85.5,69.72,88.81,80.79,87.57,77.12,79.65,64.99,76.64,73.02,90.5,83.09,79.19
India,Punjab,Bathinda,"Calendar Year (Jan - Dec), 2021",3,117,2943,75.92,61.57,75.44,70.04,75.4,82.25,80.39,71.76,58.37,82.84,79.88,74.5,62.58,85.14,67.09,75.54,66.74,63.84,52.56,71.32,63.78,87.7,79.07,72.8
India,Punjab,Faridkot,"Calendar Year (Jan - Dec), 2021",3,105,2598,67.92,53.23,69.42,59.41,72.56,77.6,74.87,63.35,58.33,69.94,72.77,69.72,57.96,79.38,61.1,70.79,63.92,51.59,43.55,68.53,64.08,80.83,69.74,65.92
India,Punjab,Fatehgarh Sahib,"Calendar Year (Jan - Dec), 2021",3,126,2646,69.68,55.67,65.66,57.18,67.81,78.71,77.73,60.41,56.69,75.15,74.75,71.12,52.35,80.14,63.39,69.06,64.23,59.14,46.36,62.97,64.65,83.22,71.73,68.19
India,Punjab,Fazilka,"Calendar Year (Jan - Dec), 2021",3,129,2688,62.44,53.61,66.42,60.93,64.23,76.1,70.36,58.68,52.16,72.79,70.69,67.02,53.6,72.86,55.29,62.44,58.43,49.65,46.73,66.33,55.08,79.42,65.06,65.24
India,Punjab,Ferozepur,"Calendar Year (Jan - Dec), 2021",3,129,2844,70.34,64.72,77.7,68.16,69.77,86.18,73.47,65.3,58.69,77.3,78.37,74.2,61.5,81.28,70.77,76.11,71.76,60.63,56.97,68.48,66.22,83.48,76.94,74.37
India,Punjab,Gurdaspur,"Calendar Year (Jan - Dec), 2021",3,159,2877,69.99,55.58,66.79,62.15,65.84,78.04,79,56.19,51.69,74.42,73.39,70.73,48.47,78.65,64.52,65.96,58.37,57.38,45.83,66.79,55.43,80.3,71.94,63.55
India,Punjab,Hoshiarpur,"Calendar Year (Jan - Dec), 2021",3,147,2712,76.11,64.36,71.99,68.9,74.93,84.46,79.44,68.78,60.91,81.22,78.74,73.73,59.88,84.68,70.25,76.54,72.71,63.33,55.68,71.84,71.04,87.27,78.07,73.14
India,Punjab,Jalandhar,"Calendar Year (Jan - Dec), 2021",3,162,4005,66.23,56.87,69.57,63.65,68.2,78.74,74.31,64.18,52.89,71.61,70.68,66.39,52.58,77.38,59.87,66.05,56.63,50.41,43.14,62.61,57.65,80.35,66.48,63.17
India,Punjab,Kapurthala,"Calendar Year (Jan - Dec), 2021",3,144,2934,66.21,54.66,70.32,59.55,65.32,76.23,72.81,62.69,50.53,71.13,71.33,68.97,55.69,78.22,62.18,69.62,62.12,56.99,48.14,66.98,61.18,82.84,73.23,63.16
India,Punjab,Ludhiana,"Calendar Year (Jan - Dec), 2021",3,135,3072,75.92,67.65,76.92,69.59,71.78,83.23,83.28,73.4,66.93,80.37,77.18,73.99,63.26,82.24,69.6,74.22,72.53,65.43,55.44,70.89,68.23,83.99,75.11,70.95
India,Punjab,Mansa,"Calendar Year (Jan - Dec), 2021",3,93,2331,70.17,62.55,73.25,61.97,64.56,75.79,79.75,66.78,60.69,73.23,75.52,71.52,53.51,80.6,66.55,70.63,63.26,59.82,50.17,67.87,66.12,83.1,74.6,70.86
India,Punjab,Moga,"Calendar Year (Jan - Dec), 2021",3,102,2604,73.6,62.58,73.77,61.82,71.95,79.79,74.95,66.19,62.5,81.21,80.14,75.87,52.19,80.98,61.99,71.91,63.33,54.24,47.09,73.56,62.94,83.81,75.28,70.48
India,Punjab,Pathankot,"Calendar Year (Jan - Dec), 2021",3,165,3147,65.85,48.6,67.48,55.5,66.19,75.4,71.72,58.3,48.62,67.07,68.34,64.89,49.94,76.67,57.3,62.56,56.32,42.72,39.71,60.35,52.3,77.3,66.02,55.97
India,Punjab,Patiala,"Calendar Year (Jan - Dec), 2021",3,138,3243,76.18,66.49,77.97,68.69,74.68,81.68,80.71,72,61.74,80.44,79.47,77.19,57.26,82.69,72.61,77.29,73.63,67.14,57.57,73.63,66.05,86.92,76.53,71.14
India,Punjab,Rupnagar,"Calendar Year (Jan - Dec), 2021",3,138,2868,69.33,54.11,66.3,62.79,62.47,76.35,74.39,62.94,54.18,75.01,71.22,67.7,47.13,75.44,56.77,67.15,58.42,50.09,49.09,66.17,51.8,79.34,67.36,62.4
India,Punjab,S.A.S Nagar,"Calendar Year (Jan - Dec), 2021",3,126,2994,70.31,59.49,72.48,64.3,67.14,78.81,77.4,61.7,54.92,72.13,75.43,72.12,54.74,80.53,61.39,67.7,58.53,52.05,51.06,65.89,58.95,82.6,73.13,67.74
India,Punjab,Sangrur,"Calendar Year (Jan - Dec), 2021",3,117,2781,70.93,60.64,71.45,65.43,71.11,80.08,79.2,66.04,56.87,74.51,74.3,73.02,54.37,78.88,66.84,73.85,68.15,60.21,54.77,71.12,62.43,83.2,73,69.18
India,Punjab,Shahid Bhagat Singh Nagar,"Calendar Year (Jan - Dec), 2021",3,117,2223,70.15,60.17,71.93,63.63,75.22,74.51,75.18,59.83,54.52,75.14,75.13,71.67,48.24,76.64,61.32,67.95,63.44,55.72,49.19,65.7,57.42,79.82,70.43,66.28
India,Punjab,Sri Muktsar Sahib,"Calendar Year (Jan - Dec), 2021",3,90,2037,70.97,63.29,77.4,62.98,73.35,82.99,76.76,69.94,67.96,75.23,78.55,76.81,59.93,82.47,69.46,73.87,66.77,61.34,59.57,71.16,68.98,84.01,76.14,70.55
India,Punjab,Tarn Taran,"Calendar Year (Jan - Dec), 2021",3,105,2457,76.41,64.53,70.48,60.89,73.66,82.28,81.24,69.97,63.99,79.54,79.57,74.76,56.35,82.51,71.97,76.52,66.99,60.43,50.58,73.15,63.95,86.6,78.52,70.26
India,Rajasthan,Ajmer,"Calendar Year (Jan - Dec), 2021",3,120,2667,70.03,60.49,73.59,63.18,71.15,74.18,75.41,56.82,52.32,72.34,70.89,67.6,46.79,73.6,61.79,68.76,61.54,58.48,52.1,62.96,55.37,77.51,65.67,61.48
India,Rajasthan,Alwar,"Calendar Year (Jan - Dec), 2021",3,111,2370,68.39,63.49,75.76,60.13,73.66,75.88,75.44,65.84,51.47,73.57,70.08,65.04,48.04,77.83,62.42,71.18,64.29,57.99,55.32,65.65,59.72,80.09,67.31,61.43
India,Rajasthan,Banswara,"Calendar Year (Jan - Dec), 2021",3,117,2169,70.18,61.68,73.77,60.56,70.08,72.75,73.47,59.89,48.54,71.78,69.95,66.1,43.19,79.49,62.27,73.07,62.94,56.5,53.88,60.47,60.58,79.71,63.35,58.48
India,Rajasthan,Baran,"Calendar Year (Jan - Dec), 2021",3,120,2343,66.68,60.98,73.83,63.28,73.54,69.95,74.27,61.64,50.08,72.43,70.17,62.53,47.03,73.63,59.96,70.03,61.35,59.99,50.32,60.44,62.86,79.5,65.42,56.09
India,Rajasthan,Barmer,"Calendar Year (Jan - Dec), 2021",3,120,2352,65.95,59.89,74.62,58.77,69.33,69.79,74.26,60.51,47.97,72,68.64,62.99,47.65,78.58,64.3,72.25,62.93,59.04,58.76,62.79,60.07,78.24,66.34,61.1
India,Rajasthan,Bharatpur,"Calendar Year (Jan - Dec), 2021",3,99,2127,66.92,62.47,73.7,58,70.07,72.93,69.62,62.65,49.74,73,69.64,65.24,47.18,79.49,69.3,77.28,67.62,58.63,55.89,63.04,60.47,80.37,66.74,57.1
India,Rajasthan,Bhilwara,"Calendar Year (Jan - Dec), 2021",3,123,2166,68.73,58.49,73.74,57.23,72.03,76.21,74.09,62.97,47.41,74.11,73.81,69.05,50.49,78.6,62,71.4,59.75,54.85,50.15,63.51,58.26,81.66,66.82,60.86
India,Rajasthan,Bikaner,"Calendar Year (Jan - Dec), 2021",3,108,2277,74.51,70.11,79.03,66.1,69.21,75.48,74.21,70.6,50.99,76.38,75.13,71.46,53.27,81.13,68.22,76.81,70.76,61.56,61.54,64.83,67.4,79.93,71.71,67.77
India,Rajasthan,Bundi,"Calendar Year (Jan - Dec), 2021",3,129,2343,70.92,61.14,74.41,58.33,71.29,72.63,75.63,62.2,50.63,73.75,72.57,69.05,56.03,76.73,66.35,77.05,68.7,62.03,59.64,65.23,61.87,80.29,69.77,65.48
India,Rajasthan,Chittorgarh,"Calendar Year (Jan - Dec), 2021",3,120,1779,70.77,65.22,75.77,64.06,73.95,72.34,72.04,63.03,50.1,74.24,73.67,69.23,48.29,77.82,56.9,74.03,58.46,54.02,54.88,63.69,55.79,80.01,65.58,61.58
India,Rajasthan,Churu,"Calendar Year (Jan - Dec), 2021",3,99,2280,64.28,61.84,69.81,60.4,68.65,63.81,66.21,58.54,44.34,66.06,70.45,66.72,46.98,75.04,65.88,71.47,62.35,60.38,56.43,57.87,61.16,77.91,67.37,59.92
India,Rajasthan,Dausa,"Calendar Year (Jan - Dec), 2021",3,123,2304,73.56,65.29,80.38,67.1,75.71,77.17,78.16,68.85,60.06,79.64,74.56,70.63,53.8,78.16,66.58,78.2,68.43,65.29,59.56,62.83,68.98,79.26,71.21,67.26
India,Rajasthan,Dholpur,"Calendar Year (Jan - Dec), 2021",3,90,2109,81.26,75.38,84.3,69.28,88.43,89.27,91.03,83.43,65.52,86.73,86.74,81.94,64.46,90.29,88.07,88.12,83.44,80.49,74.68,79.42,78.33,92.7,86.15,76.4
India,Rajasthan,Dungarpur,"Calendar Year (Jan - Dec), 2021",3,129,2100,60.67,55.28,68.04,49.49,62.14,61.85,63.18,50.22,38.27,62.46,62.17,60.34,40.72,68.77,50.23,56.89,47.29,44.07,46.09,50.73,44.89,76.36,52.5,48.96
India,Rajasthan,Ganganagar,"Calendar Year (Jan - Dec), 2021",3,156,2937,68.3,59.39,72.41,61.59,67.94,73.83,75.7,61.29,52.82,73.98,71.7,68.18,51.56,74.7,60.46,68.23,58.81,51.45,56.26,61.56,60.42,77.41,67.45,61.79
India,Rajasthan,Hanumangarh,"Calendar Year (Jan - Dec), 2021",3,111,2232,66.22,55.15,73.45,60.3,68.11,65.87,67.09,60,45.89,68.13,65.07,62.05,43.5,70.32,55.96,69.24,57.81,52.77,49.77,56.8,51.87,73.35,60.78,53.74
India,Rajasthan,Jaipur,"Calendar Year (Jan - Dec), 2021",3,138,2535,70.06,57.1,77.63,58.84,69.25,74.38,73.76,62.08,50.49,71.71,68.17,63.85,47.82,77.22,62.07,66.91,58.07,52.03,51.93,66.33,56.48,80.25,67.41,61.84
India,Rajasthan,Jaisalmer,"Calendar Year (Jan - Dec), 2021",3,117,2196,57.45,51.26,63.41,53.29,58.53,60.56,64.24,50.73,38.92,59.63,60.74,55.97,42.75,68.35,47.73,58.38,52.24,46.37,44.29,51.87,47.43,69.57,58.21,50.86
India,Rajasthan,Jalore,"Calendar Year (Jan - Dec), 2021",3,105,2274,62.22,50.21,64.08,51.02,61.59,59.66,64.35,51.41,38.69,62.57,62.64,56.01,41.57,68.12,53.66,62.7,52.66,46.49,46.79,51.76,55.38,72.92,56,49.93
India,Rajasthan,Jhalawar,"Calendar Year (Jan - Dec), 2021",3,111,2040,68.09,66.45,71.16,63.13,72.34,69.75,70.01,61.38,50.07,69.56,71.26,65.53,47.91,74.23,60.2,71.03,63.88,58.22,51.67,60.47,58.27,78.63,65.05,59.61
India,Rajasthan,Jhunjhunu,"Calendar Year (Jan - Dec), 2021",3,129,2415,71.75,65.07,74.29,67.13,71.85,78.42,73.97,67.32,58.25,72.78,73.03,72.45,52.75,80.74,67.52,71.33,66.73,56.17,57.65,67.25,62.26,84.45,75.43,61.86
India,Rajasthan,Jodhpur,"Calendar Year (Jan - Dec), 2021",3,132,2790,63.01,55.58,69.45,58.23,69.97,68.88,68.74,56.3,47.59,68.75,68.38,63.24,46.51,72.2,61.39,67.69,56.94,50.56,48.09,58.98,54.65,75.37,64.89,60.35
